time (milliseconds since 1970-01-01),shortwave (W/m^2),longwave (W/m^2)
1.06706514E12,2.82e-07,5.96e-06
1.0670652E12,2.75e-07,5.87e-06
1.06706526E12,2.68e-07,5.77e-06
1.06706532E12,2.62e-07,5.68e-06
1.06706538E12,2.54e-07,5.58e-06
1.06706544E12,2.46e-07,5.50e-06
1.0670655E12,2.40e-07,5.40e-06
1.06706556E12,2.33e-07,5.32e-06
1.06706562E12,2.29e-07,5.25e-06
1.06706568E12,2.25e-07,5.16e-06
1.06706574E12,2.21e-07,5.09e-06
1.0670658E12,2.23e-07,5.06e-06
1.06706586E12,2.25e-07,5.06e-06
1.06706592E12,2.34e-07,5.06e-06
1.06706598E12,2.41e-07,5.06e-06
1.06706604E12,2.43e-07,5.06e-06
1.0670661E12,2.46e-07,5.09e-06
1.06706616E12,2.47e-07,5.09e-06
1.06706622E12,2.48e-07,5.01e-06
1.06706628E12,2.50e-07,4.99e-06
1.06706634E12,2.46e-07,4.97e-06
1.0670664E12,2.42e-07,4.91e-06
1.06706646E12,2.32e-07,4.86e-06
1.06706652E12,2.20e-07,4.78e-06
1.06706658E12,2.09e-07,4.71e-06
1.06706664E12,1.99e-07,4.61e-06
1.0670667E12,1.90e-07,4.51e-06
1.06706676E12,1.82e-07,4.42e-06
1.06706682E12,1.75e-07,4.35e-06
1.06706688E12,1.70e-07,4.28e-06
1.06706694E12,1.67e-07,4.24e-06
1.067067E12,1.65e-07,4.19e-06
1.06706706E12,1.62e-07,4.16e-06
1.06706712E12,1.58e-07,4.12e-06
1.06706718E12,1.61e-07,4.11e-06
1.06706724E12,1.62e-07,4.12e-06
1.0670673E12,1.59e-07,4.12e-06
1.06706736E12,1.51e-07,4.04e-06
1.06706742E12,1.43e-07,3.95e-06
1.06706748E12,1.38e-07,3.86e-06
1.06706754E12,1.33e-07,3.80e-06
1.0670676E12,1.29e-07,3.74e-06
1.06706766E12,1.26e-07,3.68e-06
1.06706772E12,1.24e-07,3.62e-06
1.06706778E12,1.22e-07,3.61e-06
1.06706784E12,1.20e-07,3.54e-06
1.0670679E12,1.19e-07,3.54e-06
1.06706796E12,1.17e-07,3.50e-06
1.06706802E12,1.14e-07,3.46e-06
1.06706808E12,1.12e-07,3.39e-06
1.06706814E12,1.09e-07,3.37e-06
1.0670682E12,1.07e-07,3.32e-06
1.06706826E12,1.07e-07,3.32e-06
1.06706832E12,1.12e-07,3.32e-06
1.06706838E12,1.16e-07,3.32e-06
1.06706844E12,1.18e-07,3.32e-06
1.0670685E12,1.20e-07,3.35e-06
1.06706856E12,1.21e-07,3.39e-06
1.06706862E12,1.23e-07,3.39e-06
1.06706868E12,1.24e-07,3.39e-06
1.06706874E12,1.24e-07,3.39e-06
1.0670688E12,1.24e-07,3.39e-06
1.06706886E12,1.22e-07,3.39e-06
1.06706892E12,1.22e-07,3.39e-06
1.06706898E12,1.22e-07,3.36e-06
1.06706904E12,1.21e-07,3.32e-06
1.0670691E12,1.20e-07,3.32e-06
1.06706916E12,1.20e-07,3.32e-06
1.06706922E12,1.19e-07,3.32e-06
1.06706928E12,1.22e-07,3.32e-06
1.06706934E12,1.36e-07,3.42e-06
1.0670694E12,1.48e-07,3.49e-06
1.06706946E12,2.14e-07,3.79e-06
1.06706952E12,2.58e-07,4.10e-06
1.06706958E12,2.13e-07,4.05e-06
1.06706964E12,1.84e-07,3.91e-06
1.0670697E12,1.62e-07,3.76e-06
1.06706976E12,1.38e-07,3.59e-06
1.06706982E12,1.23e-07,3.44e-06
1.06706988E12,1.13e-07,3.32e-06
1.06706994E12,1.08e-07,3.23e-06
1.06707E12,1.02e-07,3.15e-06
1.06707006E12,1.00e-07,3.10e-06
1.06707012E12,1.02e-07,3.10e-06
1.06707018E12,1.02e-07,3.05e-06
1.06707024E12,1.02e-07,3.03e-06
1.0670703E12,1.00e-07,3.03e-06
1.06707036E12,9.89e-08,2.98e-06
1.06707042E12,9.91e-08,2.96e-06
1.06707048E12,9.75e-08,2.96e-06
1.06707054E12,9.66e-08,2.96e-06
1.0670706E12,9.62e-08,2.96e-06
1.06707066E12,9.44e-08,2.94e-06
1.06707072E12,9.64e-08,2.93e-06
1.06707078E12,9.31e-08,2.92e-06
1.06707084E12,8.81e-08,2.85e-06
1.0670709E12,8.55e-08,2.81e-06
1.06707096E12,8.53e-08,2.80e-06
1.06707102E12,8.30e-08,2.74e-06
1.06707108E12,8.04e-08,2.71e-06
1.06707114E12,7.78e-08,2.67e-06
1.0670712E12,7.60e-08,2.62e-06
1.06707126E12,7.40e-08,2.60e-06
1.06707132E12,7.35e-08,2.58e-06
1.06707138E12,7.31e-08,2.52e-06
1.06707144E12,7.33e-08,2.52e-06
1.0670715E12,7.21e-08,2.52e-06
1.06707156E12,7.35e-08,2.52e-06
1.06707162E12,7.03e-08,2.49e-06
1.06707168E12,6.95e-08,2.45e-06
1.06707174E12,6.75e-08,2.45e-06
1.0670718E12,6.78e-08,2.45e-06
1.06707186E12,7.24e-08,2.46e-06
1.06707192E12,8.15e-08,2.53e-06
1.06707198E12,8.02e-08,2.53e-06
1.06707204E12,7.26e-08,2.49e-06
1.0670721E12,6.68e-08,2.42e-06
1.06707216E12,6.25e-08,2.34e-06
1.06707222E12,5.97e-08,2.28e-06
1.06707228E12,5.79e-08,2.24e-06
1.06707234E12,5.64e-08,2.19e-06
1.0670724E12,5.58e-08,2.16e-06
1.06707246E12,5.83e-08,2.16e-06
1.06707252E12,6.17e-08,2.16e-06
1.06707258E12,6.17e-08,2.16e-06
1.06707264E12,6.12e-08,2.16e-06
1.0670727E12,5.97e-08,2.16e-06
1.06707276E12,5.79e-08,2.11e-06
1.06707282E12,5.77e-08,2.09e-06
1.06707288E12,5.65e-08,2.09e-06
1.06707294E12,5.58e-08,2.09e-06
1.067073E12,5.52e-08,2.08e-06
1.06707306E12,5.40e-08,2.02e-06
1.06707312E12,5.31e-08,2.02e-06
1.06707318E12,5.20e-08,2.00e-06
1.06707324E12,5.32e-08,1.96e-06
1.0670733E12,5.45e-08,1.97e-06
1.06707336E12,5.75e-08,2.02e-06
1.06707342E12,5.77e-08,2.02e-06
1.06707348E12,5.58e-08,1.97e-06
1.06707354E12,5.42e-08,1.95e-06
1.0670736E12,5.42e-08,1.95e-06
1.06707366E12,6.52e-08,2.03e-06
1.06707372E12,8.61e-08,2.23e-06
1.06707378E12,8.20e-08,2.20e-06
1.06707384E12,7.57e-08,2.16e-06
1.0670739E12,6.49e-08,2.07e-06
1.06707396E12,5.40e-08,1.97e-06
1.06707402E12,5.07e-08,1.90e-06
1.06707408E12,4.98e-08,1.87e-06
1.06707414E12,4.95e-08,1.87e-06
1.0670742E12,4.97e-08,1.87e-06
1.06707426E12,4.97e-08,1.82e-06
1.06707432E12,4.81e-08,1.80e-06
1.06707438E12,4.88e-08,1.80e-06
1.06707444E12,5.06e-08,1.80e-06
1.0670745E12,5.02e-08,1.80e-06
1.06707456E12,5.00e-08,1.80e-06
1.06707462E12,5.04e-08,1.80e-06
1.06707468E12,5.31e-08,1.84e-06
1.06707474E12,6.01e-08,1.87e-06
1.0670748E12,6.28e-08,1.87e-06
1.06707486E12,6.68e-08,1.92e-06
1.06707492E12,7.46e-08,1.98e-06
1.06707498E12,1.25e-07,2.27e-06
1.06707504E12,1.52e-07,2.51e-06
1.0670751E12,1.35e-07,2.48e-06
1.06707516E12,2.49e-07,3.14e-06
1.06707522E12,2.83e-07,3.44e-06
1.06707528E12,2.34e-07,3.32e-06
1.06707534E12,2.63e-07,3.42e-06
1.0670754E12,1.98e-07,3.18e-06
1.06707546E12,1.36e-07,2.82e-06
1.06707552E12,9.64e-08,2.51e-06
1.06707558E12,7.66e-08,2.28e-06
1.06707564E12,6.67e-08,2.12e-06
1.0670757E12,6.22e-08,2.02e-06
1.06707576E12,5.87e-08,1.95e-06
1.06707582E12,5.64e-08,1.90e-06
1.06707588E12,5.50e-08,1.87e-06
1.06707594E12,5.40e-08,1.87e-06
1.067076E12,5.24e-08,1.84e-06
1.06707606E12,5.21e-08,1.86e-06
1.06707612E12,5.28e-08,1.87e-06
1.06707618E12,5.33e-08,1.84e-06
1.06707624E12,5.60e-08,1.87e-06
1.0670763E12,6.43e-08,1.91e-06
1.06707636E12,9.02e-08,2.17e-06
1.06707642E12,1.04e-07,2.26e-06
1.06707648E12,1.20e-07,2.38e-06
1.06707654E12,1.31e-07,2.43e-06
1.0670766E12,1.37e-07,2.51e-06
1.06707666E12,1.34e-07,2.52e-06
1.06707672E12,1.29e-07,2.52e-06
1.06707678E12,1.23e-07,2.52e-06
1.06707684E12,1.16e-07,2.45e-06
1.0670769E12,1.12e-07,2.45e-06
1.06707696E12,1.09e-07,2.45e-06
1.06707702E12,1.09e-07,2.45e-06
1.06707708E12,1.08e-07,2.45e-06
1.06707714E12,1.09e-07,2.52e-06
1.0670772E12,1.31e-07,2.66e-06
1.06707726E12,2.12e-07,3.11e-06
1.06707732E12,1.92e-07,3.16e-06
1.06707738E12,1.49e-07,2.98e-06
1.06707744E12,1.27e-07,2.83e-06
1.0670775E12,1.17e-07,2.71e-06
1.06707756E12,1.14e-07,2.67e-06
1.06707762E12,1.31e-07,2.72e-06
1.06707768E12,2.24e-07,3.08e-06
1.06707774E12,6.21e-07,4.37e-06
1.0670778E12,1.38e-06,6.68e-06
1.06707786E12,2.30e-06,9.42e-06
1.06707792E12,3.22e-06,1.21e-05
1.06707798E12,3.63e-06,1.37e-05
1.06707804E12,3.77e-06,1.51e-05
1.0670781E12,3.59e-06,1.56e-05
1.06707816E12,3.25e-06,1.55e-05
1.06707822E12,2.85e-06,1.50e-05
1.06707828E12,2.46e-06,1.44e-05
1.06707834E12,2.11e-06,1.36e-05
1.0670784E12,1.79e-06,1.27e-05
1.06707846E12,1.52e-06,1.19e-05
1.06707852E12,1.30e-06,1.10e-05
1.06707858E12,1.13e-06,1.03e-05
1.06707864E12,9.84e-07,9.55e-06
1.0670787E12,8.65e-07,8.91e-06
1.06707876E12,7.66e-07,8.32e-06
1.06707882E12,6.81e-07,7.78e-06
1.06707888E12,6.01e-07,7.29e-06
1.06707894E12,5.35e-07,6.85e-06
1.067079E12,4.76e-07,6.46e-06
1.06707906E12,4.24e-07,6.10e-06
1.06707912E12,3.77e-07,5.77e-06
1.06707918E12,3.28e-07,5.46e-06
1.06707924E12,2.93e-07,5.19e-06
1.0670793E12,2.65e-07,4.95e-06
1.06707936E12,2.42e-07,4.73e-06
1.06707942E12,2.22e-07,4.53e-06
1.06707948E12,2.02e-07,4.34e-06
1.06707954E12,1.85e-07,4.17e-06
1.0670796E12,1.69e-07,3.98e-06
1.06707966E12,1.57e-07,3.82e-06
1.06707972E12,1.48e-07,3.70e-06
1.06707978E12,1.41e-07,3.58e-06
1.06707984E12,1.35e-07,3.48e-06
1.0670799E12,1.39e-07,3.46e-06
1.06707996E12,1.41e-07,3.41e-06
1.06708002E12,1.41e-07,3.39e-06
1.06708008E12,1.38e-07,3.33e-06
1.06708014E12,1.37e-07,3.32e-06
1.0670802E12,1.33e-07,3.26e-06
1.06708026E12,1.26e-07,3.20e-06
1.06708032E12,1.19e-07,3.13e-06
1.06708038E12,1.12e-07,3.05e-06
1.06708044E12,1.07e-07,2.98e-06
1.0670805E12,1.03e-07,2.92e-06
1.06708056E12,1.04e-07,2.93e-06
1.06708062E12,9.62e-08,2.86e-06
1.06708068E12,8.71e-08,2.74e-06
1.06708074E12,7.94e-08,2.64e-06
1.0670808E12,7.40e-08,2.55e-06
1.06708086E12,6.97e-08,2.48e-06
1.06708092E12,6.62e-08,2.42e-06
1.06708098E12,6.27e-08,2.36e-06
1.06708104E12,6.71e-08,2.38e-06
1.0670811E12,8.02e-08,2.44e-06
1.06708116E12,1.66e-07,2.94e-06
1.06708122E12,2.35e-07,3.42e-06
1.06708128E12,2.29e-07,3.44e-06
1.06708134E12,1.93e-07,3.29e-06
1.0670814E12,1.54e-07,3.11e-06
1.06708146E12,1.27e-07,2.95e-06
1.06708152E12,1.09e-07,2.81e-06
1.06708158E12,9.29e-08,2.66e-06
1.06708164E12,8.22e-08,2.55e-06
1.0670817E12,7.31e-08,2.43e-06
1.06708176E12,6.65e-08,2.34e-06
1.06708182E12,6.15e-08,2.27e-06
1.06708188E12,5.75e-08,2.19e-06
1.06708194E12,5.52e-08,2.14e-06
1.067082E12,5.40e-08,2.09e-06
1.06708206E12,5.31e-08,2.07e-06
1.06708212E12,5.15e-08,2.02e-06
1.06708218E12,5.00e-08,2.02e-06
1.06708224E12,5.09e-08,2.01e-06
1.0670823E12,5.32e-08,2.02e-06
1.06708236E12,5.58e-08,2.02e-06
1.06708242E12,6.12e-08,2.03e-06
1.06708248E12,6.49e-08,2.09e-06
1.06708254E12,6.62e-08,2.09e-06
1.0670826E12,6.71e-08,2.09e-06
1.06708266E12,6.65e-08,2.11e-06
1.06708272E12,6.65e-08,2.16e-06
1.06708278E12,6.52e-08,2.10e-06
1.06708284E12,6.35e-08,2.09e-06
1.0670829E12,6.37e-08,2.09e-06
1.06708296E12,6.38e-08,2.09e-06
1.06708302E12,6.37e-08,2.09e-06
1.06708308E12,6.27e-08,2.03e-06
1.06708314E12,6.19e-08,2.02e-06
1.0670832E12,6.17e-08,2.02e-06
1.06708326E12,6.27e-08,2.02e-06
1.06708332E12,7.45e-08,2.11e-06
1.06708338E12,9.44e-08,2.31e-06
1.06708344E12,9.44e-08,2.38e-06
1.0670835E12,8.57e-08,2.35e-06
1.06708356E12,7.91e-08,2.30e-06
1.06708362E12,7.98e-08,2.31e-06
1.06708368E12,7.71e-08,2.26e-06
1.06708374E12,7.14e-08,2.19e-06
1.0670838E12,7.10e-08,2.16e-06
1.06708386E12,7.29e-08,2.16e-06
1.06708392E12,7.57e-08,2.20e-06
1.06708398E12,7.98e-08,2.24e-06
1.06708404E12,8.69e-08,2.28e-06
1.0670841E12,9.79e-08,2.36e-06
1.06708416E12,1.26e-07,2.55e-06
1.06708422E12,1.53e-07,2.77e-06
1.06708428E12,1.62e-07,2.92e-06
1.06708434E12,1.66e-07,3.01e-06
1.0670844E12,1.62e-07,3.05e-06
1.06708446E12,1.58e-07,3.10e-06
1.06708452E12,1.52e-07,3.10e-06
1.06708458E12,1.47e-07,3.10e-06
1.06708464E12,1.42e-07,3.10e-06
1.0670847E12,1.37e-07,3.10e-06
1.06708476E12,1.31e-07,3.09e-06
1.06708482E12,1.28e-07,3.03e-06
1.06708488E12,1.25e-07,3.03e-06
1.06708494E12,1.25e-07,3.03e-06
1.067085E12,1.25e-07,3.03e-06
1.06708506E12,1.25e-07,3.03e-06
1.06708512E12,1.25e-07,3.02e-06
1.06708518E12,1.24e-07,2.97e-06
1.06708524E12,1.26e-07,3.01e-06
1.0670853E12,1.27e-07,3.03e-06
1.06708536E12,1.30e-07,3.04e-06
1.06708542E12,1.30e-07,3.03e-06
1.06708548E12,1.33e-07,3.04e-06
1.06708554E12,1.37e-07,3.10e-06
1.0670856E12,1.39e-07,3.12e-06
1.06708566E12,1.40e-07,3.18e-06
1.06708572E12,1.41e-07,3.18e-06
1.06708578E12,1.44e-07,3.20e-06
1.06708584E12,1.46e-07,3.25e-06
1.0670859E12,1.46e-07,3.25e-06
1.06708596E12,1.47e-07,3.25e-06
1.06708602E12,1.47e-07,3.26e-06
1.06708608E12,1.49e-07,3.31e-06
1.06708614E12,1.52e-07,3.32e-06
1.0670862E12,1.52e-07,3.38e-06
1.06708626E12,1.52e-07,3.39e-06
1.06708632E12,1.54e-07,3.39e-06
1.06708638E12,1.52e-07,3.39e-06
1.06708644E12,1.48e-07,3.39e-06
1.0670865E12,1.45e-07,3.39e-06
1.06708656E12,1.44e-07,3.35e-06
1.06708662E12,1.62e-07,3.46e-06
1.06708668E12,1.69e-07,3.52e-06
1.06708674E12,1.63e-07,3.52e-06
1.0670868E12,1.54e-07,3.46e-06
1.06708686E12,1.47e-07,3.40e-06
1.06708692E12,1.46e-07,3.39e-06
1.06708698E12,1.43e-07,3.32e-06
1.06708704E12,1.38e-07,3.26e-06
1.0670871E12,1.35e-07,3.25e-06
1.06708716E12,1.31e-07,3.24e-06
1.06708722E12,1.29e-07,3.20e-06
1.06708728E12,1.27e-07,3.18e-06
1.06708734E12,1.26e-07,3.18e-06
1.0670874E12,1.26e-07,3.18e-06
1.06708746E12,1.25e-07,3.18e-06
1.06708752E12,1.24e-07,3.18e-06
1.06708758E12,1.23e-07,3.17e-06
1.06708764E12,1.22e-07,3.16e-06
1.0670877E12,1.22e-07,3.12e-06
1.06708776E12,1.24e-07,3.17e-06
1.06708782E12,1.24e-07,3.18e-06
1.06708788E12,1.24e-07,3.17e-06
1.06708794E12,1.22e-07,3.10e-06
1.067088E12,1.21e-07,3.10e-06
1.06708806E12,1.19e-07,3.10e-06
1.06708812E12,1.16e-07,3.06e-06
1.06708818E12,1.15e-07,3.03e-06
1.06708824E12,1.13e-07,3.03e-06
1.0670883E12,1.11e-07,3.03e-06
1.06708836E12,1.10e-07,3.03e-06
1.06708842E12,1.09e-07,3.02e-06
1.06708848E12,1.11e-07,3.03e-06
1.06708854E12,1.09e-07,2.99e-06
1.0670886E12,1.07e-07,2.96e-06
1.06708866E12,1.04e-07,2.96e-06
1.06708872E12,1.02e-07,2.92e-06
1.06708878E12,9.86e-08,2.89e-06
1.06708884E12,9.59e-08,2.87e-06
1.0670889E12,9.33e-08,2.81e-06
1.06708896E12,9.12e-08,2.81e-06
1.06708902E12,8.97e-08,2.77e-06
1.06708908E12,8.91e-08,2.75e-06
1.06708914E12,8.71e-08,2.74e-06
1.0670892E12,8.51e-08,2.74e-06
1.06708926E12,8.49e-08,2.74e-06
1.06708932E12,8.49e-08,2.74e-06
1.06708938E12,8.38e-08,2.72e-06
1.06708944E12,8.28e-08,2.67e-06
1.0670895E12,8.22e-08,2.67e-06
1.06708956E12,8.32e-08,2.67e-06
1.06708962E12,8.49e-08,2.67e-06
1.06708968E12,8.49e-08,2.67e-06
1.06708974E12,8.49e-08,2.67e-06
1.0670898E12,8.34e-08,2.67e-06
1.06708986E12,8.32e-08,2.67e-06
1.06708992E12,8.15e-08,2.67e-06
1.06708998E12,7.98e-08,2.67e-06
1.06709004E12,7.83e-08,2.64e-06
1.0670901E12,7.73e-08,2.62e-06
1.06709016E12,7.73e-08,2.60e-06
1.06709022E12,7.73e-08,2.60e-06
1.06709028E12,7.64e-08,2.60e-06
1.06709034E12,7.52e-08,2.60e-06
1.0670904E12,7.36e-08,2.60e-06
1.06709046E12,7.31e-08,2.59e-06
1.06709052E12,7.16e-08,2.55e-06
1.06709058E12,7.14e-08,2.54e-06
1.06709064E12,7.14e-08,2.54e-06
1.0670907E12,7.10e-08,2.53e-06
1.06709076E12,7.05e-08,2.52e-06
1.06709082E12,7.01e-08,2.52e-06
1.06709088E12,6.95e-08,2.52e-06
1.06709094E12,7.03e-08,2.52e-06
1.067091E12,8.04e-08,2.62e-06
1.06709106E12,8.34e-08,2.67e-06
1.06709112E12,7.66e-08,2.61e-06
1.06709118E12,7.53e-08,2.58e-06
1.06709124E12,7.43e-08,2.52e-06
1.0670913E12,7.35e-08,2.52e-06
1.06709136E12,7.28e-08,2.52e-06
1.06709142E12,7.14e-08,2.52e-06
1.06709148E12,7.21e-08,2.52e-06
1.06709154E12,7.14e-08,2.52e-06
1.0670916E12,7.03e-08,2.45e-06
1.06709166E12,6.97e-08,2.45e-06
1.06709172E12,6.93e-08,2.45e-06
1.06709178E12,6.68e-08,2.45e-06
1.06709184E12,6.56e-08,2.45e-06
1.0670919E12,6.43e-08,2.44e-06
1.06709196E12,6.35e-08,2.39e-06
1.06709202E12,6.17e-08,2.38e-06
1.06709208E12,6.01e-08,2.38e-06
1.06709214E12,5.96e-08,2.37e-06
1.0670922E12,5.92e-08,2.32e-06
1.06709226E12,5.82e-08,2.31e-06
1.06709232E12,5.86e-08,2.31e-06
1.06709238E12,5.97e-08,2.31e-06
1.06709244E12,5.86e-08,2.31e-06
1.0670925E12,5.78e-08,2.31e-06
1.06709256E12,5.92e-08,2.31e-06
1.06709262E12,6.47e-08,2.31e-06
1.06709268E12,7.59e-08,2.35e-06
1.06709274E12,1.11e-07,2.47e-06
1.0670928E12,1.53e-07,2.63e-06
1.06709286E12,1.78e-07,2.77e-06
1.06709292E12,2.01e-07,2.91e-06
1.06709298E12,2.18e-07,3.07e-06
1.06709304E12,2.29e-07,3.19e-06
1.0670931E12,2.58e-07,3.35e-06
1.06709316E12,3.07e-07,3.56e-06
1.06709322E12,3.45e-07,3.73e-06
1.06709328E12,3.85e-07,3.92e-06
1.06709334E12,4.02e-07,4.02e-06
1.0670934E12,4.05e-07,4.13e-06
1.06709346E12,4.03e-07,4.23e-06
1.06709352E12,3.81e-07,4.26e-06
1.06709358E12,3.57e-07,4.26e-06
1.06709364E12,3.29e-07,4.21e-06
1.0670937E12,3.05e-07,4.18e-06
1.06709376E12,2.85e-07,4.12e-06
1.06709382E12,2.66e-07,4.06e-06
1.06709388E12,2.47e-07,4.00e-06
1.06709394E12,2.30e-07,3.95e-06
1.067094E12,2.13e-07,3.85e-06
1.06709406E12,1.99e-07,3.77e-06
1.06709412E12,1.85e-07,3.69e-06
1.06709418E12,1.72e-07,3.60e-06
1.06709424E12,1.62e-07,3.52e-06
1.0670943E12,1.53e-07,3.44e-06
1.06709436E12,1.44e-07,3.38e-06
1.06709442E12,1.38e-07,3.32e-06
1.06709448E12,1.30e-07,3.26e-06
1.06709454E12,1.23e-07,3.20e-06
1.0670946E12,1.16e-07,3.13e-06
1.06709466E12,1.10e-07,3.07e-06
1.06709472E12,1.04e-07,3.03e-06
1.06709478E12,1.03e-07,3.03e-06
1.06709484E12,1.00e-07,2.97e-06
1.0670949E12,9.59e-08,2.94e-06
1.06709496E12,9.51e-08,2.89e-06
1.06709502E12,9.16e-08,2.87e-06
1.06709508E12,8.63e-08,2.80e-06
1.06709514E12,8.00e-08,2.73e-06
1.0670952E12,7.48e-08,2.66e-06
1.06709526E12,6.97e-08,2.60e-06
1.06709532E12,6.56e-08,2.53e-06
1.06709538E12,6.30e-08,2.46e-06
1.06709544E12,6.43e-08,2.45e-06
1.0670955E12,6.56e-08,2.45e-06
1.06709556E12,6.55e-08,2.45e-06
1.06709562E12,6.43e-08,2.41e-06
1.06709568E12,6.21e-08,2.38e-06
1.06709574E12,6.15e-08,2.34e-06
1.0670958E12,5.97e-08,2.31e-06
1.06709586E12,5.82e-08,2.31e-06
1.06709592E12,5.81e-08,2.24e-06
1.06709598E12,5.97e-08,2.24e-06
1.06709604E12,5.83e-08,2.24e-06
1.0670961E12,5.79e-08,2.23e-06
1.06709616E12,5.75e-08,2.16e-06
1.06709622E12,5.71e-08,2.16e-06
1.06709628E12,5.58e-08,2.16e-06
1.06709634E12,5.71e-08,2.16e-06
1.0670964E12,5.94e-08,2.16e-06
1.06709646E12,6.28e-08,2.16e-06
1.06709652E12,6.53e-08,2.16e-06
1.06709658E12,6.47e-08,2.16e-06
1.06709664E12,6.37e-08,2.15e-06
1.0670967E12,6.18e-08,2.09e-06
1.06709676E12,5.98e-08,2.09e-06
1.06709682E12,5.75e-08,2.09e-06
1.06709688E12,5.57e-08,2.03e-06
1.06709694E12,5.50e-08,2.02e-06
1.067097E12,5.40e-08,2.02e-06
1.06709706E12,5.25e-08,2.02e-06
1.06709712E12,5.08e-08,2.01e-06
1.06709718E12,4.89e-08,1.95e-06
1.06709724E12,4.74e-08,1.95e-06
1.0670973E12,4.61e-08,1.95e-06
1.06709736E12,4.54e-08,1.90e-06
1.06709742E12,4.43e-08,1.87e-06
1.06709748E12,4.42e-08,1.87e-06
1.06709754E12,4.46e-08,1.87e-06
1.0670976E12,4.68e-08,1.93e-06
1.06709766E12,4.80e-08,1.95e-06
1.06709772E12,4.82e-08,1.95e-06
1.06709778E12,5.09e-08,1.95e-06
1.06709784E12,5.28e-08,1.95e-06
1.0670979E12,5.83e-08,2.00e-06
1.06709796E12,6.12e-08,2.02e-06
1.06709802E12,6.17e-08,2.02e-06
1.06709808E12,6.03e-08,2.02e-06
1.06709814E12,5.98e-08,2.02e-06
1.0670982E12,5.98e-08,2.02e-06
1.06709826E12,5.87e-08,2.02e-06
1.06709832E12,5.87e-08,2.02e-06
1.06709838E12,5.98e-08,2.02e-06
1.06709844E12,6.30e-08,2.04e-06
1.0670985E12,6.25e-08,2.06e-06
1.06709856E12,6.17e-08,2.03e-06
1.06709862E12,6.17e-08,2.02e-06
1.06709868E12,6.05e-08,2.02e-06
1.06709874E12,6.17e-08,2.02e-06
1.0670988E12,5.98e-08,2.02e-06
1.06709886E12,5.79e-08,2.02e-06
1.06709892E12,5.83e-08,2.02e-06
1.06709898E12,5.97e-08,2.02e-06
1.06709904E12,5.92e-08,2.02e-06
1.0670991E12,5.94e-08,2.02e-06
1.06709916E12,5.97e-08,2.02e-06
1.06709922E12,6.05e-08,2.02e-06
1.06709928E12,6.49e-08,2.02e-06
1.06709934E12,6.98e-08,2.02e-06
1.0670994E12,7.29e-08,2.08e-06
1.06709946E12,7.40e-08,2.09e-06
1.06709952E12,7.76e-08,2.10e-06
1.06709958E12,8.55e-08,2.18e-06
1.06709964E12,9.53e-08,2.26e-06
1.0670997E12,9.86e-08,2.31e-06
1.06709976E12,9.86e-08,2.31e-06
1.06709982E12,9.64e-08,2.31e-06
1.06709988E12,9.51e-08,2.31e-06
1.06709994E12,9.38e-08,2.31e-06
1.0671E12,8.95e-08,2.31e-06
1.06710006E12,8.57e-08,2.31e-06
1.06710012E12,8.22e-08,2.30e-06
1.06710018E12,8.00e-08,2.24e-06
1.06710024E12,7.91e-08,2.24e-06
1.0671003E12,7.93e-08,2.24e-06
1.06710036E12,7.93e-08,2.24e-06
1.06710042E12,7.82e-08,2.24e-06
1.06710048E12,7.59e-08,2.24e-06
1.06710054E12,7.24e-08,2.24e-06
1.0671006E12,6.98e-08,2.22e-06
1.06710066E12,6.76e-08,2.16e-06
1.06710072E12,6.65e-08,2.16e-06
1.06710078E12,6.40e-08,2.16e-06
1.06710084E12,6.19e-08,2.16e-06
1.0671009E12,6.14e-08,2.16e-06
1.06710096E12,6.05e-08,2.16e-06
1.06710102E12,6.44e-08,2.19e-06
1.06710108E12,6.19e-08,2.16e-06
1.06710114E12,5.87e-08,2.16e-06
1.0671012E12,5.50e-08,2.09e-06
1.06710126E12,5.21e-08,2.08e-06
1.06710132E12,5.01e-08,2.02e-06
1.06710138E12,4.86e-08,2.02e-06
1.06710144E12,4.68e-08,2.00e-06
1.0671015E12,4.62e-08,1.95e-06
1.06710156E12,4.67e-08,1.97e-06
1.06710162E12,4.84e-08,2.02e-06
1.06710168E12,4.81e-08,2.02e-06
1.06710174E12,4.81e-08,2.01e-06
1.0671018E12,4.92e-08,1.95e-06
1.06710186E12,5.01e-08,1.95e-06
1.06710192E12,4.94e-08,1.95e-06
1.06710198E12,4.91e-08,1.95e-06
1.06710204E12,4.88e-08,1.95e-06
1.0671021E12,4.82e-08,1.95e-06
1.06710216E12,4.81e-08,1.94e-06
1.06710222E12,4.81e-08,1.88e-06
1.06710228E12,4.71e-08,1.87e-06
1.06710234E12,4.63e-08,1.87e-06
1.0671024E12,4.61e-08,1.87e-06
1.06710246E12,4.60e-08,1.87e-06
1.06710252E12,4.62e-08,1.87e-06
1.06710258E12,4.78e-08,1.87e-06
1.06710264E12,4.66e-08,1.87e-06
1.0671027E12,4.62e-08,1.87e-06
1.06710276E12,4.57e-08,1.87e-06
1.06710282E12,4.42e-08,1.87e-06
1.06710288E12,4.30e-08,1.87e-06
1.06710294E12,4.23e-08,1.87e-06
1.067103E12,4.23e-08,1.87e-06
1.06710306E12,4.20e-08,1.82e-06
1.06710312E12,4.10e-08,1.80e-06
1.06710318E12,4.03e-08,1.80e-06
