time (milliseconds since 1970-01-01),shortwave (W/m^2),longwave (W/m^2)
1.0672812E12,2.75e-07,4.63e-06
1.06728126E12,2.72e-07,4.58e-06
1.06728132E12,2.60e-07,4.50e-06
1.06728138E12,2.42e-07,4.39e-06
1.06728144E12,2.20e-07,4.29e-06
1.0672815E12,2.01e-07,4.17e-06
1.06728156E12,1.85e-07,4.08e-06
1.06728162E12,1.71e-07,3.99e-06
1.06728168E12,1.61e-07,3.91e-06
1.06728174E12,1.56e-07,3.85e-06
1.0672818E12,1.49e-07,3.79e-06
1.06728186E12,1.41e-07,3.71e-06
1.06728192E12,1.35e-07,3.65e-06
1.06728198E12,1.30e-07,3.61e-06
1.06728204E12,1.22e-07,3.52e-06
1.0672821E12,1.15e-07,3.47e-06
1.06728216E12,1.08e-07,3.39e-06
1.06728222E12,1.02e-07,3.32e-06
1.06728228E12,9.53e-08,3.25e-06
1.06728234E12,9.12e-08,3.19e-06
1.0672824E12,8.69e-08,3.16e-06
1.06728246E12,8.20e-08,3.09e-06
1.06728252E12,7.73e-08,3.03e-06
1.06728258E12,7.18e-08,2.94e-06
1.06728264E12,6.61e-08,2.85e-06
1.0672827E12,6.25e-08,2.77e-06
1.06728276E12,6.00e-08,2.71e-06
1.06728282E12,5.79e-08,2.67e-06
1.06728288E12,5.64e-08,2.62e-06
1.06728294E12,5.55e-08,2.60e-06
1.067283E12,5.28e-08,2.54e-06
1.06728306E12,5.06e-08,2.51e-06
1.06728312E12,5.01e-08,2.46e-06
1.06728318E12,5.06e-08,2.45e-06
1.06728324E12,5.64e-08,2.51e-06
1.0672833E12,5.50e-08,2.51e-06
1.06728336E12,6.52e-08,2.58e-06
1.06728342E12,8.79e-08,2.83e-06
1.06728348E12,6.38e-08,2.63e-06
1.06728354E12,5.41e-08,2.50e-06
1.0672836E12,5.20e-08,2.45e-06
1.06728366E12,5.09e-08,2.44e-06
1.06728372E12,5.04e-08,2.41e-06
1.06728378E12,5.13e-08,2.42e-06
1.06728384E12,5.21e-08,2.43e-06
1.0672839E12,4.66e-08,2.35e-06
1.06728396E12,4.66e-08,2.31e-06
1.06728402E12,4.99e-08,2.35e-06
1.06728408E12,5.98e-08,2.43e-06
1.06728414E12,9.62e-08,2.67e-06
1.0672842E12,1.58e-07,3.05e-06
1.06728426E12,2.40e-07,3.55e-06
1.06728432E12,3.20e-07,4.13e-06
1.06728438E12,3.64e-07,4.65e-06
1.06728444E12,5.11e-07,5.58e-06
1.0672845E12,8.05e-07,7.18e-06
1.06728456E12,1.09e-06,8.65e-06
1.06728462E12,1.08e-06,9.06e-06
1.06728468E12,1.01e-06,8.81e-06
1.06728474E12,9.27e-07,8.49e-06
1.0672848E12,8.71e-07,8.17e-06
1.06728486E12,8.55e-07,8.04e-06
1.06728492E12,8.57e-07,7.96e-06
1.06728498E12,8.38e-07,7.83e-06
1.06728504E12,8.18e-07,7.74e-06
1.0672851E12,7.96e-07,7.74e-06
1.06728516E12,7.98e-07,7.82e-06
1.06728522E12,7.60e-07,7.73e-06
1.06728528E12,7.11e-07,7.60e-06
1.06728534E12,6.65e-07,7.41e-06
1.0672854E12,5.98e-07,7.16e-06
1.06728546E12,5.31e-07,6.85e-06
1.06728552E12,4.84e-07,6.59e-06
1.06728558E12,4.46e-07,6.38e-06
1.06728564E12,4.08e-07,6.19e-06
1.0672857E12,3.70e-07,5.97e-06
1.06728576E12,3.26e-07,5.74e-06
1.06728582E12,2.89e-07,5.51e-06
1.06728588E12,2.59e-07,5.30e-06
1.06728594E12,2.37e-07,5.13e-06
1.067286E12,2.12e-07,4.92e-06
1.06728606E12,1.86e-07,4.66e-06
1.06728612E12,1.63e-07,4.41e-06
1.06728618E12,1.46e-07,4.20e-06
1.06728624E12,1.31e-07,4.00e-06
1.0672863E12,1.12e-07,3.72e-06
1.06728636E12,1.00e-07,3.51e-06
1.06728642E12,9.02e-08,3.32e-06
1.06728648E12,8.32e-08,3.15e-06
1.06728654E12,7.85e-08,3.03e-06
1.0672866E12,7.48e-08,2.93e-06
1.06728666E12,7.18e-08,2.85e-06
1.06728672E12,7.00e-08,2.82e-06
1.06728678E12,6.97e-08,2.78e-06
1.06728684E12,6.97e-08,2.74e-06
1.0672869E12,6.82e-08,2.74e-06
1.06728696E12,6.78e-08,2.68e-06
1.06728702E12,6.58e-08,2.67e-06
1.06728708E12,7.14e-08,2.68e-06
1.06728714E12,8.43e-08,2.75e-06
1.0672872E12,9.02e-08,2.81e-06
1.06728726E12,1.13e-07,2.93e-06
1.06728732E12,1.55e-07,3.14e-06
1.06728738E12,1.31e-07,3.14e-06
1.06728744E12,1.02e-07,3.00e-06
1.0672875E12,8.49e-08,2.85e-06
1.06728756E12,7.71e-08,2.75e-06
1.06728762E12,7.59e-08,2.67e-06
1.06728768E12,8.47e-08,2.70e-06
1.06728774E12,9.84e-08,2.77e-06
1.0672878E12,1.23e-07,2.85e-06
1.06728786E12,1.36e-07,2.95e-06
1.06728792E12,1.39e-07,3.03e-06
1.06728798E12,1.38e-07,3.03e-06
1.06728804E12,1.38e-07,3.04e-06
1.0672881E12,1.37e-07,3.10e-06
1.06728816E12,1.33e-07,3.11e-06
1.06728822E12,1.37e-07,3.14e-06
1.06728828E12,1.46e-07,3.19e-06
1.06728834E12,1.48e-07,3.25e-06
1.0672884E12,1.39e-07,3.25e-06
1.06728846E12,1.44e-07,3.31e-06
1.06728852E12,1.42e-07,3.35e-06
1.06728858E12,1.29e-07,3.28e-06
1.06728864E12,1.19e-07,3.22e-06
1.0672887E12,1.15e-07,3.20e-06
1.06728876E12,1.08e-07,3.14e-06
1.06728882E12,9.95e-08,3.05e-06
1.06728888E12,9.40e-08,2.96e-06
1.06728894E12,8.83e-08,2.89e-06
1.067289E12,8.43e-08,2.82e-06
1.06728906E12,8.20e-08,2.78e-06
1.06728912E12,8.15e-08,2.74e-06
1.06728918E12,9.14e-08,2.83e-06
1.06728924E12,9.57e-08,2.89e-06
1.0672893E12,8.81e-08,2.84e-06
1.06728936E12,8.30e-08,2.76e-06
1.06728942E12,8.13e-08,2.74e-06
1.06728948E12,8.00e-08,2.72e-06
1.06728954E12,7.52e-08,2.66e-06
1.0672896E12,7.14e-08,2.60e-06
1.06728966E12,7.00e-08,2.60e-06
1.06728972E12,6.93e-08,2.57e-06
1.06728978E12,6.71e-08,2.53e-06
1.06728984E12,6.49e-08,2.53e-06
1.0672899E12,6.27e-08,2.48e-06
1.06728996E12,6.53e-08,2.51e-06
1.06729002E12,6.21e-08,2.47e-06
1.06729008E12,6.01e-08,2.45e-06
1.06729014E12,6.22e-08,2.45e-06
1.0672902E12,6.30e-08,2.45e-06
1.06729026E12,6.27e-08,2.45e-06
1.06729032E12,6.30e-08,2.45e-06
1.06729038E12,7.66e-08,2.52e-06
1.06729044E12,8.49e-08,2.59e-06
1.0672905E12,8.59e-08,2.60e-06
1.06729056E12,8.13e-08,2.60e-06
1.06729062E12,7.66e-08,2.55e-06
1.06729068E12,7.16e-08,2.52e-06
1.06729074E12,6.82e-08,2.45e-06
1.0672908E12,6.64e-08,2.45e-06
1.06729086E12,6.52e-08,2.45e-06
1.06729092E12,7.13e-08,2.48e-06
1.06729098E12,7.28e-08,2.53e-06
1.06729104E12,7.14e-08,2.53e-06
1.0672911E12,7.31e-08,2.53e-06
1.06729116E12,8.34e-08,2.57e-06
1.06729122E12,1.00e-07,2.66e-06
1.06729128E12,1.11e-07,2.77e-06
1.06729134E12,6.95e-07,5.68e-06
1.0672914E12,2.90e-06,1.40e-05
1.06729146E12,3.46e-06,1.92e-05
1.06729152E12,3.32e-06,1.72e-05
1.06729158E12,3.15e-06,1.67e-05
1.06729164E12,2.68e-06,1.53e-05
1.0672917E12,2.39e-06,1.37e-05
1.06729176E12,2.17e-06,1.26e-05
1.06729182E12,2.17e-06,1.24e-05
1.06729188E12,2.13e-06,1.24e-05
1.06729194E12,1.94e-06,1.20e-05
1.067292E12,1.79e-06,1.15e-05
1.06729206E12,1.71e-06,1.13e-05
1.06729212E12,1.63e-06,1.12e-05
1.06729218E12,1.52e-06,1.11e-05
1.06729224E12,1.41e-06,1.09e-05
1.0672923E12,1.31e-06,1.06e-05
1.06729236E12,1.22e-06,1.04e-05
1.06729242E12,1.16e-06,1.04e-05
1.06729248E12,1.10e-06,1.02e-05
1.06729254E12,1.06e-06,1.02e-05
1.0672926E12,1.02e-06,1.02e-05
1.06729266E12,9.40e-07,9.93e-06
1.06729272E12,8.63e-07,9.57e-06
1.06729278E12,8.18e-07,9.35e-06
1.06729284E12,7.83e-07,9.16e-06
1.0672929E12,7.24e-07,8.93e-06
1.06729296E12,6.93e-07,8.83e-06
1.06729302E12,7.66e-07,9.20e-06
1.06729308E12,8.30e-07,9.66e-06
1.06729314E12,7.69e-07,9.62e-06
1.0672932E12,7.91e-07,9.62e-06
1.06729326E12,7.43e-07,9.40e-06
1.06729332E12,6.52e-07,8.99e-06
1.06729338E12,5.96e-07,8.71e-06
1.06729344E12,5.51e-07,8.43e-06
1.0672935E12,4.89e-07,8.05e-06
1.06729356E12,4.24e-07,7.60e-06
1.06729362E12,3.73e-07,7.14e-06
1.06729368E12,3.26e-07,6.76e-06
1.06729374E12,3.12e-07,6.52e-06
1.0672938E12,3.15e-07,6.40e-06
1.06729386E12,2.84e-07,6.17e-06
1.06729392E12,2.46e-07,5.83e-06
1.06729398E12,2.21e-07,5.55e-06
1.06729404E12,2.04e-07,5.31e-06
1.0672941E12,2.07e-07,5.25e-06
1.06729416E12,2.14e-07,5.24e-06
1.06729422E12,1.86e-07,4.95e-06
1.06729428E12,1.68e-07,4.75e-06
1.06729434E12,1.57e-07,4.58e-06
1.0672944E12,1.64e-07,4.57e-06
1.06729446E12,1.58e-07,4.48e-06
1.06729452E12,1.52e-07,4.38e-06
1.06729458E12,1.34e-07,4.19e-06
1.06729464E12,1.22e-07,4.05e-06
1.0672947E12,1.23e-07,3.97e-06
1.06729476E12,1.75e-07,4.18e-06
1.06729482E12,2.01e-07,4.38e-06
1.06729488E12,1.55e-07,4.16e-06
1.06729494E12,1.26e-07,3.89e-06
1.067295E12,1.10e-07,3.70e-06
1.06729506E12,1.02e-07,3.56e-06
1.06729512E12,1.01e-07,3.51e-06
1.06729518E12,8.87e-08,3.37e-06
1.06729524E12,8.02e-08,3.24e-06
1.0672953E12,7.33e-08,3.11e-06
1.06729536E12,6.98e-08,3.00e-06
1.06729542E12,7.62e-08,2.96e-06
1.06729548E12,8.93e-08,2.99e-06
1.06729554E12,8.79e-08,2.99e-06
1.0672956E12,7.62e-08,2.87e-06
1.06729566E12,7.03e-08,2.76e-06
1.06729572E12,7.80e-08,2.74e-06
1.06729578E12,7.46e-08,2.71e-06
1.06729584E12,6.73e-08,2.61e-06
1.0672959E12,6.65e-08,2.56e-06
1.06729596E12,6.85e-08,2.53e-06
1.06729602E12,6.93e-08,2.53e-06
1.06729608E12,6.55e-08,2.53e-06
1.06729614E12,6.52e-08,2.53e-06
1.0672962E12,7.01e-08,2.55e-06
1.06729626E12,8.05e-08,2.64e-06
1.06729632E12,8.97e-08,2.71e-06
1.06729638E12,1.26e-07,2.93e-06
1.06729644E12,2.12e-07,3.48e-06
1.0672965E12,2.71e-07,3.92e-06
1.06729656E12,2.84e-07,4.10e-06
1.06729662E12,2.63e-07,4.10e-06
1.06729668E12,2.34e-07,4.01e-06
1.06729674E12,2.10e-07,3.83e-06
1.0672968E12,1.86e-07,3.67e-06
1.06729686E12,1.63e-07,3.53e-06
1.06729692E12,1.42e-07,3.40e-06
1.06729698E12,1.28e-07,3.27e-06
1.06729704E12,1.26e-07,3.25e-06
1.0672971E12,1.48e-07,3.30e-06
1.06729716E12,1.40e-07,3.29e-06
1.06729722E12,1.20e-07,3.15e-06
1.06729728E12,1.13e-07,3.04e-06
1.06729734E12,1.08e-07,2.98e-06
1.0672974E12,9.68e-08,2.88e-06
1.06729746E12,8.55e-08,2.78e-06
1.06729752E12,7.80e-08,2.68e-06
1.06729758E12,7.28e-08,2.60e-06
1.06729764E12,6.82e-08,2.56e-06
1.0672977E12,6.27e-08,2.47e-06
1.06729776E12,6.11e-08,2.45e-06
1.06729782E12,5.85e-08,2.38e-06
1.06729788E12,6.03e-08,2.38e-06
1.06729794E12,6.52e-08,2.43e-06
1.067298E12,6.82e-08,2.45e-06
1.06729806E12,6.24e-08,2.40e-06
1.06729812E12,5.87e-08,2.36e-06
1.06729818E12,5.66e-08,2.31e-06
1.06729824E12,5.56e-08,2.31e-06
1.0672983E12,5.69e-08,2.31e-06
1.06729836E12,6.05e-08,2.31e-06
1.06729842E12,1.18e-07,2.56e-06
1.06729848E12,4.95e-07,3.98e-06
1.06729854E12,9.25e-07,5.24e-06
1.0672986E12,1.14e-06,6.25e-06
1.06729866E12,1.11e-06,6.73e-06
1.06729872E12,9.82e-07,6.82e-06
1.06729878E12,8.34e-07,6.71e-06
1.06729884E12,7.05e-07,6.58e-06
1.0672989E12,6.05e-07,6.40e-06
1.06729896E12,5.52e-07,6.30e-06
1.06729902E12,5.50e-07,6.34e-06
1.06729908E12,5.16e-07,6.32e-06
1.06729914E12,4.52e-07,6.15e-06
1.0672992E12,4.02e-07,5.98e-06
1.06729926E12,3.43e-07,5.71e-06
1.06729932E12,2.80e-07,5.28e-06
1.06729938E12,2.55e-07,4.99e-06
1.06729944E12,2.63e-07,4.86e-06
1.0672995E12,3.24e-07,4.97e-06
1.06729956E12,3.15e-07,4.86e-06
1.06729962E12,3.01e-07,4.78e-06
1.06729968E12,3.05e-07,4.69e-06
1.06729974E12,2.75e-07,4.49e-06
1.0672998E12,2.43e-07,4.28e-06
1.06729986E12,2.15e-07,4.09e-06
1.06729992E12,1.91e-07,3.90e-06
1.06729998E12,1.69e-07,3.73e-06
1.06730004E12,1.52e-07,3.58e-06
1.0673001E12,1.35e-07,3.41e-06
1.06730016E12,1.19e-07,3.24e-06
1.06730022E12,1.02e-07,3.05e-06
1.06730028E12,9.10e-08,2.91e-06
1.06730034E12,8.39e-08,2.80e-06
1.0673004E12,7.93e-08,2.73e-06
1.06730046E12,7.59e-08,2.66e-06
1.06730052E12,7.50e-08,2.60e-06
1.06730058E12,7.69e-08,2.60e-06
1.06730064E12,7.21e-08,2.58e-06
1.0673007E12,6.85e-08,2.52e-06
1.06730076E12,6.82e-08,2.45e-06
1.06730082E12,6.97e-08,2.45e-06
1.06730088E12,7.13e-08,2.45e-06
1.06730094E12,7.16e-08,2.43e-06
1.067301E12,7.45e-08,2.43e-06
1.06730106E12,6.97e-08,2.40e-06
1.06730112E12,7.67e-08,2.41e-06
1.06730118E12,8.67e-08,2.45e-06
1.06730124E12,9.16e-08,2.49e-06
1.0673013E12,1.13e-07,2.65e-06
1.06730136E12,1.04e-07,2.67e-06
1.06730142E12,9.38e-08,2.64e-06
1.06730148E12,8.67e-08,2.60e-06
1.06730154E12,8.77e-08,2.61e-06
1.0673016E12,9.77e-08,2.67e-06
1.06730166E12,9.75e-08,2.67e-06
1.06730172E12,1.06e-07,2.69e-06
1.06730178E12,3.82e-07,3.65e-06
1.06730184E12,7.80e-07,5.15e-06
1.0673019E12,7.05e-07,5.40e-06
1.06730196E12,4.93e-07,4.82e-06
1.06730202E12,3.68e-07,4.31e-06
1.06730208E12,2.80e-07,3.96e-06
1.06730214E12,2.16e-07,3.65e-06
1.0673022E12,1.85e-07,3.50e-06
1.06730226E12,1.67e-07,3.43e-06
1.06730232E12,1.30e-07,3.18e-06
1.06730238E12,1.09e-07,3.00e-06
1.06730244E12,9.55e-08,2.88e-06
1.0673025E12,9.04e-08,2.82e-06
1.06730256E12,9.12e-08,2.78e-06
1.06730262E12,1.10e-07,2.88e-06
1.06730268E12,2.46e-07,3.60e-06
1.06730274E12,1.03e-06,6.75e-06
1.0673028E12,7.14e-07,6.53e-06
1.06730286E12,4.10e-07,5.19e-06
1.06730292E12,2.86e-07,4.46e-06
1.06730298E12,2.36e-07,4.09e-06
1.06730304E12,2.06e-07,3.86e-06
1.0673031E12,1.78e-07,3.66e-06
1.06730316E12,1.54e-07,3.46e-06
1.06730322E12,1.40e-07,3.31e-06
1.06730328E12,1.26e-07,3.19e-06
1.06730334E12,1.14e-07,3.06e-06
1.0673034E12,1.09e-07,2.98e-06
1.06730346E12,1.06e-07,2.96e-06
1.06730352E12,1.10e-07,2.96e-06
1.06730358E12,1.12e-07,2.96e-06
1.06730364E12,1.03e-07,2.88e-06
1.0673037E12,9.62e-08,2.81e-06
1.06730376E12,9.18e-08,2.78e-06
1.06730382E12,8.97e-08,2.74e-06
1.06730388E12,8.73e-08,2.74e-06
1.06730394E12,8.43e-08,2.72e-06
1.067304E12,8.05e-08,2.67e-06
1.06730406E12,7.82e-08,2.64e-06
1.06730412E12,7.53e-08,2.60e-06
1.06730418E12,7.85e-08,2.60e-06
1.06730424E12,8.26e-08,2.60e-06
1.0673043E12,8.75e-08,2.62e-06
1.06730436E12,9.84e-08,2.72e-06
1.06730442E12,9.77e-08,2.74e-06
1.06730448E12,9.86e-08,2.76e-06
1.06730454E12,1.35e-07,3.03e-06
1.0673046E12,5.40e-07,4.66e-06
1.06730466E12,9.16e-07,6.53e-06
1.06730472E12,8.61e-07,7.23e-06
1.06730478E12,8.15e-07,7.52e-06
1.06730484E12,6.01e-07,6.65e-06
1.0673049E12,4.76e-07,5.79e-06
1.06730496E12,4.31e-07,5.37e-06
1.06730502E12,4.37e-07,5.20e-06
1.06730508E12,5.18e-07,5.43e-06
1.06730514E12,7.98e-07,6.58e-06
1.0673052E12,6.92e-07,6.73e-06
1.06730526E12,4.99e-07,6.21e-06
1.06730532E12,4.13e-07,5.79e-06
1.06730538E12,3.78e-07,5.64e-06
1.06730544E12,3.42e-07,5.38e-06
1.0673055E12,2.41e-07,4.73e-06
1.06730556E12,1.92e-07,4.23e-06
1.06730562E12,1.74e-07,4.01e-06
1.06730568E12,1.48e-07,3.73e-06
1.06730574E12,1.25e-07,3.49e-06
1.0673058E12,1.15e-07,3.32e-06
1.06730586E12,1.10e-07,3.20e-06
1.06730592E12,1.13e-07,3.17e-06
1.06730598E12,1.08e-07,3.10e-06
1.06730604E12,1.03e-07,3.02e-06
1.0673061E12,9.44e-08,2.92e-06
1.06730616E12,8.63e-08,2.81e-06
1.06730622E12,8.24e-08,2.74e-06
1.06730628E12,8.15e-08,2.70e-06
1.06730634E12,8.13e-08,2.67e-06
1.0673064E12,8.09e-08,2.67e-06
1.06730646E12,8.22e-08,2.67e-06
1.06730652E12,8.67e-08,2.67e-06
1.06730658E12,1.02e-07,2.77e-06
1.06730664E12,1.26e-07,2.87e-06
1.0673067E12,1.51e-07,2.99e-06
1.06730676E12,1.65e-07,3.08e-06
1.06730682E12,1.71e-07,3.20e-06
1.06730688E12,1.73e-07,3.26e-06
1.06730694E12,1.66e-07,3.25e-06
1.067307E12,1.58e-07,3.25e-06
1.06730706E12,1.54e-07,3.25e-06
1.06730712E12,1.50e-07,3.25e-06
1.06730718E12,1.44e-07,3.22e-06
1.06730724E12,1.35e-07,3.18e-06
1.0673073E12,1.35e-07,3.18e-06
1.06730736E12,1.31e-07,3.11e-06
1.06730742E12,1.29e-07,3.10e-06
1.06730748E12,1.34e-07,3.14e-06
1.06730754E12,1.62e-07,3.31e-06
1.0673076E12,1.36e-07,3.24e-06
1.06730766E12,1.08e-07,3.05e-06
1.06730772E12,9.33e-08,2.92e-06
1.06730778E12,8.43e-08,2.80e-06
1.06730784E12,7.78e-08,2.71e-06
1.0673079E12,7.26e-08,2.64e-06
1.06730796E12,6.76e-08,2.57e-06
1.06730802E12,6.38e-08,2.51e-06
1.06730808E12,6.07e-08,2.45e-06
1.06730814E12,5.83e-08,2.44e-06
1.0673082E12,5.86e-08,2.40e-06
1.06730826E12,5.82e-08,2.40e-06
1.06730832E12,6.22e-08,2.43e-06
1.06730838E12,5.55e-08,2.34e-06
1.06730844E12,5.33e-08,2.31e-06
1.0673085E12,4.98e-08,2.26e-06
1.06730856E12,5.13e-08,2.24e-06
1.06730862E12,5.07e-08,2.25e-06
1.06730868E12,5.87e-08,2.28e-06
1.06730874E12,5.26e-08,2.25e-06
1.0673088E12,4.79e-08,2.17e-06
1.06730886E12,4.70e-08,2.16e-06
1.06730892E12,4.61e-08,2.16e-06
1.06730898E12,4.80e-08,2.16e-06
1.06730904E12,4.97e-08,2.16e-06
1.0673091E12,4.85e-08,2.16e-06
1.06730916E12,4.97e-08,2.16e-06
1.06730922E12,5.30e-08,2.16e-06
1.06730928E12,5.55e-08,2.20e-06
1.06730934E12,5.70e-08,2.24e-06
1.0673094E12,9.02e-08,2.38e-06
1.06730946E12,1.48e-07,2.79e-06
1.06730952E12,1.05e-07,2.66e-06
1.06730958E12,9.02e-08,2.54e-06
1.06730964E12,7.96e-08,2.47e-06
1.0673097E12,7.60e-08,2.45e-06
1.06730976E12,8.95e-08,2.48e-06
1.06730982E12,9.08e-08,2.50e-06
1.06730988E12,7.74e-08,2.45e-06
1.06730994E12,6.62e-08,2.36e-06
1.06731E12,5.86e-08,2.31e-06
1.06731006E12,5.83e-08,2.30e-06
1.06731012E12,6.27e-08,2.32e-06
1.06731018E12,5.86e-08,2.31e-06
1.06731024E12,5.48e-08,2.29e-06
1.0673103E12,5.58e-08,2.30e-06
1.06731036E12,5.47e-08,2.24e-06
1.06731042E12,5.62e-08,2.24e-06
1.06731048E12,6.05e-08,2.24e-06
1.06731054E12,6.18e-08,2.31e-06
1.0673106E12,6.21e-08,2.31e-06
1.06731066E12,6.17e-08,2.31e-06
1.06731072E12,6.43e-08,2.33e-06
1.06731078E12,7.38e-08,2.41e-06
1.06731084E12,9.12e-08,2.52e-06
1.0673109E12,1.23e-07,2.70e-06
1.06731096E12,1.71e-07,2.92e-06
1.06731102E12,2.03e-07,3.11e-06
1.06731108E12,2.08e-07,3.18e-06
1.06731114E12,1.99e-07,3.17e-06
1.0673112E12,1.92e-07,3.10e-06
1.06731126E12,1.90e-07,3.11e-06
1.06731132E12,1.85e-07,3.12e-06
1.06731138E12,1.84e-07,3.18e-06
1.06731144E12,1.82e-07,3.18e-06
1.0673115E12,1.81e-07,3.23e-06
1.06731156E12,1.93e-07,3.39e-06
1.06731162E12,1.99e-07,3.51e-06
1.06731168E12,2.09e-07,3.65e-06
1.06731174E12,2.15e-07,3.75e-06
1.0673118E12,2.00e-07,3.75e-06
1.06731186E12,1.91e-07,3.75e-06
1.06731192E12,1.89e-07,3.76e-06
1.06731198E12,1.82e-07,3.75e-06
1.06731204E12,1.73e-07,3.68e-06
1.0673121E12,1.78e-07,3.73e-06
1.06731216E12,1.75e-07,3.76e-06
1.06731222E12,1.68e-07,3.71e-06
1.06731228E12,1.59e-07,3.63e-06
1.06731234E12,1.59e-07,3.66e-06
1.0673124E12,1.75e-07,3.74e-06
1.06731246E12,1.73e-07,3.79e-06
1.06731252E12,1.53e-07,3.65e-06
1.06731258E12,1.37e-07,3.50e-06
1.06731264E12,1.22e-07,3.33e-06
1.0673127E12,1.15e-07,3.24e-06
1.06731276E12,1.09e-07,3.18e-06
1.06731282E12,1.09e-07,3.12e-06
1.06731288E12,1.29e-07,3.21e-06
1.06731294E12,1.43e-07,3.25e-06
1.067313E12,1.38e-07,3.25e-06
1.06731306E12,1.33e-07,3.24e-06
1.06731312E12,1.20e-07,3.15e-06
1.06731318E12,1.10e-07,3.06e-06
1.06731324E12,1.05e-07,3.03e-06
1.0673133E12,1.03e-07,3.01e-06
1.06731336E12,1.03e-07,2.99e-06
1.06731342E12,1.01e-07,2.96e-06
1.06731348E12,9.93e-08,2.96e-06
1.06731354E12,1.05e-07,2.98e-06
1.0673136E12,1.42e-07,3.24e-06
1.06731366E12,1.61e-07,3.45e-06
1.06731372E12,1.82e-07,3.66e-06
1.06731378E12,1.71e-07,3.65e-06
1.06731384E12,1.73e-07,3.70e-06
1.0673139E12,1.83e-07,3.79e-06
1.06731396E12,1.75e-07,3.77e-06
1.06731402E12,1.48e-07,3.58e-06
1.06731408E12,1.78e-07,3.66e-06
1.06731414E12,2.57e-07,4.19e-06
1.0673142E12,2.47e-07,4.28e-06
1.06731426E12,2.35e-07,4.25e-06
1.06731432E12,2.17e-07,4.13e-06
1.06731438E12,2.21e-07,4.12e-06
1.06731444E12,2.52e-07,4.27e-06
1.0673145E12,2.71e-07,4.41e-06
1.06731456E12,2.63e-07,4.41e-06
1.06731462E12,2.59e-07,4.34e-06
1.06731468E12,2.53e-07,4.33e-06
1.06731474E12,2.46e-07,4.33e-06
1.0673148E12,2.40e-07,4.32e-06
1.06731486E12,2.34e-07,4.30e-06
1.06731492E12,2.21e-07,4.24e-06
1.06731498E12,2.12e-07,4.19e-06
1.06731504E12,2.06e-07,4.17e-06
1.0673151E12,1.99e-07,4.12e-06
1.06731516E12,1.90e-07,4.06e-06
1.06731522E12,1.79e-07,3.98e-06
1.06731528E12,1.70e-07,3.90e-06
1.06731534E12,1.64e-07,3.85e-06
1.0673154E12,1.64e-07,3.83e-06
1.06731546E12,1.84e-07,3.94e-06
1.06731552E12,2.03e-07,4.09e-06
1.06731558E12,2.00e-07,4.12e-06
1.06731564E12,1.88e-07,4.07e-06
1.0673157E12,1.76e-07,3.99e-06
1.06731576E12,1.68e-07,3.90e-06
1.06731582E12,1.63e-07,3.82e-06
1.06731588E12,1.64e-07,3.79e-06
1.06731594E12,1.75e-07,3.86e-06
1.067316E12,1.77e-07,3.87e-06
1.06731606E12,1.69e-07,3.78e-06
1.06731612E12,1.68e-07,3.76e-06
1.06731618E12,1.67e-07,3.76e-06
1.06731624E12,1.66e-07,3.76e-06
1.0673163E12,1.64e-07,3.75e-06
1.06731636E12,1.64e-07,3.75e-06
1.06731642E12,1.60e-07,3.72e-06
1.06731648E12,1.57e-07,3.68e-06
1.06731654E12,1.55e-07,3.68e-06
1.0673166E12,1.58e-07,3.73e-06
1.06731666E12,1.58e-07,3.76e-06
1.06731672E12,1.54e-07,3.76e-06
1.06731678E12,1.52e-07,3.76e-06
1.06731684E12,1.50e-07,3.73e-06
1.0673169E12,1.45e-07,3.68e-06
1.06731696E12,1.46e-07,3.68e-06
1.06731702E12,1.77e-07,3.87e-06
1.06731708E12,1.90e-07,3.99e-06
1.06731714E12,1.76e-07,3.90e-06
1.0673172E12,2.12e-07,4.05e-06
1.06731726E12,2.20e-07,4.13e-06
1.06731732E12,2.08e-07,4.12e-06
1.06731738E12,2.07e-07,4.12e-06
1.06731744E12,2.31e-07,4.28e-06
1.0673175E12,2.40e-07,4.33e-06
1.06731756E12,2.47e-07,4.41e-06
1.06731762E12,2.55e-07,4.49e-06
1.06731768E12,2.82e-07,4.67e-06
1.06731774E12,3.36e-07,5.04e-06
1.0673178E12,6.58e-07,6.30e-06
1.06731786E12,9.46e-07,7.73e-06
1.06731792E12,6.81e-07,7.36e-06
1.06731798E12,4.34e-07,6.22e-06
1.06731804E12,3.45e-07,5.48e-06
1.0673181E12,2.89e-07,5.04e-06
1.06731816E12,2.61e-07,4.79e-06
1.06731822E12,2.38e-07,4.61e-06
1.06731828E12,2.21e-07,4.45e-06
1.06731834E12,2.14e-07,4.34e-06
1.0673184E12,2.11e-07,4.26e-06
1.06731846E12,2.07e-07,4.20e-06
1.06731852E12,1.96e-07,4.13e-06
1.06731858E12,1.89e-07,4.10e-06
1.06731864E12,1.82e-07,4.04e-06
1.0673187E12,1.72e-07,3.99e-06
1.06731876E12,1.59e-07,3.89e-06
1.06731882E12,1.51e-07,3.83e-06
1.06731888E12,1.42e-07,3.77e-06
1.06731894E12,1.34e-07,3.71e-06
1.067319E12,1.28e-07,3.67e-06
1.06731906E12,1.21e-07,3.59e-06
1.06731912E12,1.10e-07,3.48e-06
1.06731918E12,1.08e-07,3.41e-06
1.06731924E12,1.12e-07,3.47e-06
